103.09, 85, 25, 1410, 1593, 61
103.09, 85, 25, 1410, 1593, 61
103.09, 85, 25, 1410, 1593, 61
103.09, 85, 25, 1410, 1593, 61
483.48, 85, 25, 1410, 1593, 62
483.48, 29, 10, 1395, 1593, 64
483.48, 29, 10, 1395, 1593, 64
483.48, 29, 10, 1395, 1593, 64
489.70, 29, 10, 1395, 1593, 65
489.70, 100, 32, 1395, 1593, 65
489.70, 100, 32, 1395, 1593, 65
484.84, 100, 32, 1395, 1593, 66
484.84, 100, 32, 1395, 1593, 66
493.43, 100, 32, 1395, 1593, 66
493.43, 100, 32, 1395, 1593, 66
491.79, 100, 32, 1395, 1593, 66
491.79, 100, 32, 1395, 1593, 66
494.78, 100, 32, 1395, 1593, 67
494.78, 100, 32, 1395, 1593, 67
497.19, 100, 32, 1395, 1593, 67
497.19, 100, 32, 1395, 1593, 67
497.44, 100, 32, 1395, 1593, 67
497.44, 100, 32, 1395, 1593, 67
499.85, 100, 32, 1395, 1593, 67
499.85, 100, 32, 1395, 1593, 67
501.20, 100, 32, 1395, 1593, 67
501.20, 100, 32, 1395, 1593, 67
496.37, 100, 32, 1395, 1593, 67
496.37, 100, 32, 1395, 1593, 67
489.90, 100, 32, 1395, 1593, 67
489.90, 100, 32, 1395, 1593, 67
489.90, 100, 32, 1395, 1593, 67
492.36, 100, 32, 1395, 1593, 67
492.36, 100, 32, 1395, 1593, 68
492.36, 100, 32, 1395, 1593, 68
497.48, 100, 32, 1395, 1593, 68
497.48, 100, 32, 1395, 1593, 68
499.85, 100, 32, 1395, 1593, 68
499.85, 100, 32, 1395, 1593, 68
500.67, 100, 32, 1395, 1593, 68
500.67, 100, 32, 1395, 1593, 68
491.79, 100, 32, 1395, 1593, 68
491.79, 100, 32, 1395, 1593, 68
492.90, 100, 32, 1395, 1593, 68
492.90, 100, 32, 1395, 1593, 68
491.26, 100, 32, 1395, 1593, 68
491.26, 100, 32, 1395, 1593, 68
496.42, 100, 32, 1395, 1593, 68
496.42, 100, 32, 1395, 1593, 68
495.84, 100, 32, 1395, 1593, 68
495.84, 100, 32, 1395, 1593, 68
494.78, 100, 32, 1395, 1593, 68
494.78, 100, 32, 1395, 1593, 68
497.48, 100, 32, 1395, 1593, 68
497.48, 100, 32, 1395, 1593, 68
497.19, 100, 32, 1395, 1593, 68
497.19, 100, 32, 1395, 1593, 68
500.67, 100, 32, 1395, 1593, 68
500.67, 100, 32, 1395, 1593, 68
501.20, 100, 32, 1395, 1593, 68
501.20, 100, 32, 1395, 1593, 68
501.55, 100, 32, 1395, 1593, 68
501.55, 100, 32, 1395, 1593, 68
493.43, 100, 32, 1395, 1593, 68
493.43, 100, 32, 1395, 1593, 68
492.36, 100, 32, 1395, 1593, 69
492.36, 100, 32, 1395, 1593, 69
492.90, 100, 32, 1395, 1593, 68
492.90, 100, 32, 1395, 1593, 68
494.78, 100, 32, 1395, 1593, 69
494.78, 100, 32, 1395, 1593, 69
495.84, 100, 32, 1395, 1593, 69
495.84, 100, 32, 1395, 1593, 69
496.09, 100, 32, 1395, 1593, 69
496.09, 100, 32, 1395, 1593, 69
499.32, 100, 32, 1395, 1593, 69
499.32, 100, 32, 1395, 1593, 69
496.66, 100, 32, 1395, 1593, 69
496.66, 100, 32, 1395, 1593, 69
500.43, 100, 32, 1395, 1593, 69
500.43, 100, 32, 1395, 1593, 69
501.01, 100, 32, 1395, 1593, 69
501.01, 100, 32, 1395, 1593, 69
494.78, 100, 32, 1395, 1593, 69
494.78, 100, 32, 1395, 1593, 69
492.90, 100, 32, 1395, 1593, 69
492.90, 100, 32, 1395, 1593, 69
493.43, 100, 32, 1395, 1593, 69
493.43, 100, 32, 1395, 1593, 69
489.95, 100, 32, 1395, 1593, 69
489.95, 100, 32, 1395, 1593, 69
493.14, 100, 32, 1395, 1593, 69
493.14, 100, 32, 1395, 1593, 69
493.96, 100, 32, 1395, 1593, 69
493.96, 100, 32, 1395, 1593, 69
496.90, 100, 32, 1395, 1593, 69
496.90, 100, 32, 1395, 1593, 69
498.02, 100, 32, 1395, 1593, 69
498.02, 100, 32, 1395, 1593, 69
498.25, 100, 32, 1395, 1593, 69
498.25, 100, 32, 1395, 1593, 69
501.20, 100, 32, 1395, 1593, 69
