batch_size,standard_ns_ms_2241930,torch_gns_ms_2241930,cutlass_gns_ms_2241930,standard_over_cutlass_2241930,torch_over_cutlass_2241930,standard_ns_ms_2241582,torch_gns_ms_2241582,cutlass_gns_ms_2241582,upstream_standard_torch_eager_change_percent,gram_torch_eager_change_percent,gram_cutlass_triangular_change_percent
1,7.071232080459595,4.057600021362305,3.622399926185608,1.9520848676434277,1.1201413714788149,7.095808029174805,4.067840099334717,3.6346880197525024,-0.3463446109895352,-0.25173255886058454,-0.3380783577604296
8,52.33100891113281,30.34111976623535,24.228864669799805,2.1598621984281863,1.252271626414844,52.67967987060547,30.669312477111816,24.4136962890625,-0.6618699284602347,-1.0701012979061453,-0.7570816687250348
32,223.89810943603516,129.6199722290039,95.55916976928711,2.3430311290544137,1.3564367767316454,224.7557144165039,130.1795883178711,96.036865234375,-0.38157204709797776,-0.42988005731030565,-0.49740843156644843
