device,batch_size,upstream_standard_eager_ms,torch_gns_ms,triangular_cutlass_gns_ms,standard_over_triangular_speedup,torch_gns_over_triangular_speedup,finite,relative_error_vs_torch_gns,output_rms,orthogonality_residual
A10_SM86,1,24.713727951049805,13.949440002441406,10.329599857330322,2.3925155177731203,1.3504337239687259,1,0.0013340547448024154,0.00783157255500555,0.0354376956820488
A10_SM86,8,219.53433227539062,127.37331008911133,84.70476913452148,2.5917588173428983,1.5037324508473309,1,0.0009225767571479082,0.007831573486328125,0.03543131798505783
A10_SM86,32,1036.7836303710938,585.4939880371094,380.76979064941406,2.7228620962887544,1.5376587177216243,1,0.0009280198137275875,0.007831595838069916,0.035435497760772705
A100_SM80,1,7.401471853256226,4.23526406288147,3.684351921081543,2.0088938331068875,1.1495275569762093,1,0.00124831753782928,0.007831573486328125,0.03540944680571556
A100_SM80,8,55.57196807861328,32.11161422729492,25.535999298095703,2.1762206142744316,1.2575037245434755,1,0.0007319350843317807,0.007831529714167118,0.03543935343623161
A100_SM80,32,243.0704574584961,138.97573852539062,100.80204772949219,2.411364282110508,1.3786995567623748,1,0.0007334010442718863,0.007831589318811893,0.03543780744075775
